n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,1.086383,9.24806286023e-05,1.08620566667,6.11082827629e-05
1,1.07443,0.000123760521438,1.074058,8.4146697301e-05
2,1.06286766667,0.000209514253029,1.06230066667,0.000207612352448
3,1.05184,0.000284460893622,1.051117,0.000150401684388
4,1.04104466667,0.00029854350139,1.04016666667,0.000184319167629
5,1.03045966667,0.000298489903049,1.02940766667,0.000103228979566
6,1.02029133333,0.000338625981808,1.01907166667,0.000105868891664
7,1.01043766667,0.000274838538459,1.009061,6.57013444814e-05
8,1.00090533333,0.000314850581846,0.999332666667,7.34725950421e-05
9,0.991718666667,0.000368052834371,0.990018333333,9.6641376002e-05
10,0.982694,0.000428040496527,0.980824333333,9.49116548282e-05
11,0.974023666667,0.000431435845624,0.972005666667,0.000208576657904
12,0.965486333333,0.00047054885211,0.963323333333,0.000198838851558
13,0.957262,0.000499703912332,0.954926333333,0.000171141916419
14,0.949183,0.000561614339798,0.946677,0.000154615652506
15,0.941289333333,0.000559355184317,0.938594666667,0.00018832654855
16,0.933635333333,0.000591906148717,0.930755,0.000265001886786
17,0.926299666667,0.00056793505106,0.923264,0.000328153419404
18,0.919106666667,0.000644318934138,0.915914333333,0.000270735212995
19,0.912111333333,0.000648675231187,0.908763333333,0.00029435164156
20,0.905341,0.000639702013962,0.901827333333,0.000285711198396
21,0.898752333333,0.000654322210807,0.895096666667,0.000294375421679
22,0.892290333333,0.000669751363484,0.888455666667,0.000295551837905
23,0.886063333333,0.000716219860719,0.882071333333,0.000262177208943
24,0.879991,0.000721174505003,0.875804,0.000347454553383
25,0.874079666667,0.000806019161614,0.869727,0.000262236534449
26,0.868317333333,0.000794478585125,0.863802,0.000318455648403
27,0.862587666667,0.000817876247091,0.857922,0.000343840079107
28,0.857078333333,0.000825762004992,0.852266333333,0.000357417900441
29,0.851761666667,0.000966404447194,0.846793666667,0.000276696383946
30,0.846513333333,0.000995746397879,0.841400333333,0.000338106820727
31,0.841483,0.00103117829044,0.836239666667,0.00040196379052
32,0.836532666667,0.000992818322868,0.831121,0.000461727914108
33,0.831851666667,0.000888088709283,0.826304,0.000438663880437
34,0.827195333333,0.00082964624322,0.821501,0.000547790714294
35,0.822615333333,0.000804578702731,0.816773,0.000520412016259
36,0.818165333333,0.000840053305187,0.812156333333,0.000533062431199
37,0.813838666667,0.000808516886376,0.807656333333,0.00060730131639
38,0.809550333333,0.00084948036404,0.803227666667,0.000560267396477
39,0.805351,0.000832867736598,0.798883666667,0.000675752091294
40,0.801242666667,0.000836624301716,0.794629333333,0.000662820404702
41,0.797279333333,0.000831322774592,0.790499666667,0.000617328833677
42,0.793378,0.00081467907792,0.786434,0.000667751949953
43,0.789620333333,0.000892087564212,0.7825,0.000630022750912
44,0.785945666667,0.00092108860715,0.778663666667,0.00061843476257
45,0.782340333333,0.000983255251137,0.774910333333,0.000535557238356
46,0.778856333333,0.000995017364449,0.771272,0.000506328615295
47,0.775426333333,0.00102989524818,0.767693,0.000493937242977
48,0.77202,0.00105475905621,0.764143666667,0.000477086528374
49,0.768689666667,0.00109369871943,0.760655333333,0.00047860514925
50,0.765504,0.00109668865226,0.757340666667,0.000473224635406
51,0.762396,0.00109208333015,0.75409,0.000508049866319
52,0.759363,0.00108688024486,0.750911,0.000552472623756
53,0.756427666667,0.0011423543914,0.74779,0.000497940424817
54,0.75353,0.0012034974034,0.744755,0.000461657881986
55,0.750658666667,0.00124959735737,0.741738333333,0.000475115658434
56,0.747881666667,0.00120791316833,0.738813333333,0.000513895147109
57,0.745202666667,0.00120465938017,0.735973333333,0.000534118796607
58,0.742546333333,0.0012000781456,0.733136333333,0.000573206962817
59,0.739966666667,0.00121700187163,0.730420666667,0.000552106471213
60,0.737449333333,0.0012445471287,0.727730666667,0.000566515273894
61,0.734962333333,0.00121300984699,0.725103,0.000620068275811
62,0.732555,0.00122664746362,0.722530333333,0.000650949221437
63,0.730182,0.00125721358567,0.720022333333,0.000597957820883
64,0.727890333333,0.00131913970282,0.717604333333,0.000568560951487
65,0.725629,0.00134680585089,0.715158333333,0.000521636101341
66,0.723417,0.00137429060488,0.712787666667,0.000507351510844
67,0.721267666667,0.00136994995853,0.710501,0.000510511508195
68,0.719140666667,0.00136083511941,0.708209666667,0.000536463315511
69,0.717060666667,0.00136370092844,0.705972666667,0.000522464884519
70,0.715022,0.0014211926916,0.703791666667,0.000500945993984
71,0.713036333333,0.0014404847178,0.701644,0.000484896552542
72,0.711051666667,0.00143185318925,0.699513666667,0.000484369922912
73,0.709114333333,0.00145488151484,0.697431,0.00046583759688
74,0.707280333333,0.00142435396662,0.695447333333,0.000529116454311
75,0.705430333333,0.0014455055248,0.693438,0.000545388546512
76,0.703602333333,0.00143179266035,0.691436666667,0.000557858604148
77,0.701843,0.0014503581167,0.689539,0.000589396866862
78,0.700116333333,0.00143025460049,0.687692,0.000641427054829
79,0.698459666667,0.00138609675789,0.685895,0.000674836770387
80,0.696826333333,0.00137483534368,0.684124666667,0.000683169736514
81,0.695192,0.00135859437165,0.682338666667,0.00073507611095
82,0.693639,0.0013682960206,0.680627,0.000751709163618
83,0.692112333333,0.00136029931347,0.678952333333,0.000766361678467
84,0.690634,0.00138048469749,0.677347,0.000748372010879
85,0.689151666667,0.00140405468396,0.675708666667,0.000760212397221
86,0.687693,0.00141879126959,0.674105333333,0.000769057576229
87,0.686263,0.00143134365778,0.672525333333,0.000773452146045
88,0.68492,0.001422196189,0.671035333333,0.000812897834226
89,0.683542333333,0.00142369128988,0.669534666667,0.000815473822729
90,0.682205333333,0.00143203964874,0.668059333333,0.000816874667389
91,0.680895666667,0.00146586637257,0.666618333333,0.000797634140582
92,0.679579,0.00148327138447,0.665151,0.000782330279784
93,0.678282,0.00152235803936,0.663723,0.000753574592636
94,0.677081666667,0.00153839512335,0.662374,0.000736418359358
95,0.675854666667,0.00153691559806,0.661026333333,0.000747908342572
96,0.674636,0.00155591923526,0.659681,0.000729808650721
97,0.673468,0.00155795314435,0.658397,0.00076645286874
98,0.672363,0.00154812983952,0.657177666667,0.000783601230786
99,0.671230666667,0.00155625112227,0.655899666667,0.000788172710909
100,0.670136,0.00157176164436,0.654667666667,0.000767141157516
101,0.669063666667,0.00154323498607,0.653473666667,0.000805514880199
102,0.668028333333,0.00155748436768,0.652312,0.000799781636865
103,0.667003666667,0.0015773937013,0.651141,0.000798650528496
104,0.665975333333,0.00160893843539,0.649959,0.000759355428417
105,0.664994,0.00162606539434,0.648845,0.000743473379931
106,0.664001333333,0.00164453323334,0.647744666667,0.000739896539314
107,0.662998666667,0.00167922945292,0.646608333333,0.000726593115544
108,0.662068666667,0.00166667119999,0.645518333333,0.000743806575813
109,0.661160333333,0.00164780345376,0.644495333333,0.000754124805468
110,0.660244,0.00162288323671,0.643454333333,0.000777727601556
111,0.659354,0.00161051937792,0.642442333333,0.000796249681667
112,0.658520666667,0.00163393539924,0.641452666667,0.000774025121614
113,0.657629666667,0.00162780922988,0.640445666667,0.000776771237595
114,0.656732666667,0.00164155948889,0.639445666667,0.000762936578113
115,0.655869666667,0.00163434030184,0.638450666667,0.000778871548388
116,0.655042333333,0.00165530507427,0.637501333333,0.000736752483689
117,0.654260666667,0.00167174286965,0.636562333333,0.00074503527135
118,0.653501333333,0.00167451512053,0.635694333333,0.000720181612897
119,0.652708666667,0.00167907798773,0.634784666667,0.000742038783054
120,0.651937333333,0.00170220353921,0.633875666667,0.000713618634535
121,0.651212,0.00172347923302,0.633038,0.000704628034261
122,0.650493,0.00174171888279,0.632217,0.000700139033812
123,0.649753333333,0.00174447400541,0.631341,0.000693933714414
124,0.649033666667,0.00172429586273,0.630481666667,0.000721906888425
125,0.648323,0.00174838573166,0.629630666667,0.000704559594514
126,0.647644333333,0.00179149924799,0.628820333333,0.000678009996649
127,0.646969333333,0.00175046209772,0.628028666667,0.000702649430529
128,0.646307666667,0.00171678659775,0.627249666667,0.000754438569769
129,0.645645333333,0.00172573488372,0.626449333333,0.000752662090332
130,0.645014666667,0.00178642927527,0.625688,0.000682889937447
131,0.644345333333,0.00181823748602,0.624885,0.000680172527133
132,0.643688333333,0.00180246319118,0.624075666667,0.000719056944121
133,0.643081,0.00179622956959,0.623356,0.000745273104305
134,0.642480333333,0.00180706840552,0.622589,0.000753440110427
135,0.641882666667,0.00180067289892,0.621871,0.00072763589796
136,0.641268,0.0018105314137,0.621129333333,0.000722325103783
137,0.640658,0.00181729707716,0.620427333333,0.000737066407381
138,0.640133666667,0.00183842420446,0.619781333333,0.000749779671341
139,0.639563666667,0.00181592480265,0.619088,0.000778776390671
140,0.639004333333,0.00180129033998,0.618395333333,0.000815428857855
